@relation HI-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6

@attribute whrswk {0_30,31_60,61_max}
@attribute hhi {no,yes}
@attribute whi {no,yes}
@attribute hhi2 {no,yes}
@attribute education {13-15years,12years,9-11years,16years,>16years,<9years}
@attribute race {white,black,other}
@attribute hispanic {no,yes}
@attribute experience {0_16,17_33,34_max}
@attribute kidslt6 {0_1,2_3,4_max}
@attribute kids618 {0_2,3_5,6_max}
@attribute husby {0_61,62_122,123_max}
@attribute region {northcentral,other,south,west}
@attribute wght numeric

@data
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,265563
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,175690
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,180481
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,188701
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,175690
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,181462
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,136313
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south,100166
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,102486
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,336259
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,south,321445
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,209299
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,270091
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,256573
31_60,no,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,287370
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,249184
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,south,268250
31_60,no,no,no,9-11years,white,no,0_16,2_3,0_2,0_61,south,107243
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south,99763
0_30,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,103988
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,south,97778
0_30,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,south,283431
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,293586
0_30,no,yes,no,16years,white,no,0_16,2_3,0_2,0_61,south,310646
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,119706
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,273303
61_max,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,262643
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,262643
31_60,no,yes,yes,9-11years,black,no,0_16,0_1,0_2,0_61,south,270913
0_30,no,yes,no,12years,black,no,17_33,0_1,3_5,0_61,south,217967
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south,291708
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,87154
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,90046
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,95153
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,265765
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,267557
0_30,no,no,no,12years,white,yes,0_16,2_3,0_2,0_61,south,111058
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,101877
0_30,yes,no,yes,12years,black,no,17_33,0_1,3_5,0_61,south,93813
31_60,no,yes,no,9-11years,black,no,17_33,0_1,0_2,0_61,south,95744
31_60,yes,no,yes,13-15years,black,no,17_33,0_1,0_2,0_61,south,91992
31_60,no,yes,no,13-15years,black,no,17_33,0_1,0_2,0_61,south,92019
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,205100
0_30,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,229719
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,210416
0_30,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,south,196472
31_60,yes,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,south,93785
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,0_61,south,105591
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,106213
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,south,106269
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,267960
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,242562
0_30,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,south,279555
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,279555
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,181769
31_60,yes,no,yes,13-15years,black,no,34_max,0_1,0_2,0_61,south,134194
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,308665
31_60,yes,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,south,157721
31_60,no,yes,no,13-15years,black,no,17_33,0_1,0_2,0_61,south,157721
0_30,yes,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,south,178884
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,62_122,south,168247
0_30,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,south,168247
31_60,no,yes,no,9-11years,white,no,0_16,2_3,0_2,0_61,south,176122
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,south,183242
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,90586
31_60,yes,no,yes,<9years,white,no,17_33,0_1,0_2,0_61,south,91167
0_30,yes,no,yes,<9years,white,no,34_max,0_1,0_2,0_61,south,84644
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,south,257912
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south,271501
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,277789
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,163267
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,south,174728
31_60,yes,no,yes,>16years,black,no,17_33,0_1,0_2,0_61,south,87402
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,114988
0_30,no,no,no,9-11years,black,no,34_max,0_1,0_2,0_61,south,99952
0_30,yes,no,yes,13-15years,white,no,17_33,2_3,0_2,0_61,south,308878
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,south,314016
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,314016
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,south,293418
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,323037
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,308665
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south,300765
0_30,yes,no,yes,16years,white,no,0_16,0_1,3_5,0_61,south,308665
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,97517
31_60,yes,no,yes,12years,black,no,0_16,0_1,0_2,0_61,south,359804
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,south,178009
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,170167
31_60,no,yes,no,16years,white,no,0_16,2_3,0_2,0_61,south,178009
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,171193
31_60,no,yes,no,9-11years,black,no,17_33,0_1,0_2,0_61,south,157754
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,212410
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,south,89601
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,96336
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,south,96336
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,274584
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,287168
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,south,256573
31_60,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,south,265765
0_30,yes,no,yes,9-11years,white,no,0_16,0_1,0_2,0_61,south,93359
0_30,yes,no,yes,<9years,white,no,34_max,0_1,0_2,0_61,south,97133
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south,102364
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,202345
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,194038
31_60,no,yes,yes,9-11years,white,no,34_max,0_1,0_2,0_61,south,107661
0_30,no,yes,yes,<9years,white,no,34_max,0_1,0_2,0_61,south,265405
0_30,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,south,90390
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,south,83922
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,83922
0_30,no,no,no,9-11years,white,no,0_16,2_3,0_2,0_61,south,181632
0_30,no,no,yes,9-11years,white,no,0_16,0_1,0_2,0_61,south,181632
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,183151
31_60,yes,yes,yes,12years,black,no,0_16,0_1,0_2,0_61,south,235595
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south,178290
31_60,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,177097
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,south,191493
0_30,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,182973
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,182973
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south,179979
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,south,184148
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,179979
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,south,170971
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,170971
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,south,178290
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,203221
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,205146
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,203221
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,209897
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,62_122,south,205146
31_60,yes,yes,yes,12years,white,no,17_33,0_1,3_5,62_122,south,208559
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,201860
0_30,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,208762
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,south,201860
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,218117
0_30,no,no,no,12years,white,yes,34_max,0_1,0_2,0_61,south,108987
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,208559
31_60,yes,yes,yes,9-11years,white,no,17_33,0_1,3_5,0_61,south,104279
31_60,yes,no,yes,9-11years,white,yes,17_33,0_1,0_2,0_61,south,108391
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,203221
31_60,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south,223849
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,223849
0_30,no,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,215361
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,208762
31_60,no,yes,no,9-11years,white,no,34_max,0_1,0_2,0_61,south,194878
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,304820
31_60,no,yes,no,>16years,white,no,0_16,0_1,0_2,0_61,south,311577
31_60,no,no,no,16years,white,no,34_max,0_1,0_2,0_61,south,311880
31_60,no,yes,yes,12years,black,no,17_33,0_1,0_2,0_61,south,279987
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,276132
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,283385
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,285056
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,south,283385
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,86705
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,88983
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,south,89554
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,86705
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,86632
0_30,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,south,94173
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,280436
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,south,257799
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,267960
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,266277
31_60,no,yes,no,13-15years,white,no,0_16,2_3,0_2,0_61,south,266277
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,303344
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,282430
0_30,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,257703
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,south,325008
31_60,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,south,324692
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south,95435
31_60,no,yes,yes,13-15years,white,no,0_16,2_3,0_2,0_61,south,97646
0_30,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,90659
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,93344
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,south,97595
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,south,97646
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,south,97023
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,3_5,0_61,south,94540
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,97573
31_60,yes,no,yes,12years,white,yes,0_16,0_1,0_2,0_61,south,39999
31_60,no,no,no,13-15years,black,no,17_33,0_1,0_2,0_61,south,88131
0_30,no,no,no,13-15years,black,no,34_max,0_1,0_2,0_61,south,89796
31_60,yes,no,yes,9-11years,black,no,17_33,0_1,0_2,0_61,south,88131
0_30,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,south,97646
0_30,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,south,97117
31_60,yes,no,yes,12years,black,no,17_33,0_1,0_2,0_61,south,88131
31_60,yes,no,yes,9-11years,white,no,0_16,2_3,0_2,0_61,south,103815
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,96864
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,98441
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,south,106367
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,158718
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,173979
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,92112
31_60,yes,yes,yes,12years,white,no,34_max,0_1,0_2,62_122,south,171193
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,177612
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,171908
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,south,174706
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,south,319232
31_60,yes,no,yes,12years,black,no,0_16,0_1,0_2,0_61,south,75633
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,323036
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,317749
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,314768
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,south,271561
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,267117
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,271561
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,95150
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south,198242
0_30,yes,no,yes,13-15years,black,no,17_33,0_1,0_2,0_61,south,226495
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,275709
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,280296
31_60,yes,no,yes,16years,white,no,17_33,0_1,3_5,0_61,south,103863
0_30,no,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,102888
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,110430
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,103863
0_30,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,south,100921
31_60,no,no,no,9-11years,white,no,0_16,0_1,0_2,0_61,south,108394
31_60,yes,no,yes,>16years,white,no,17_33,0_1,3_5,0_61,south,94760
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,south,90302
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,95060
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,97211
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,95060
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,90302
31_60,no,yes,no,<9years,white,no,17_33,0_1,0_2,0_61,south,95060
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,south,264472
0_30,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,237324
61_max,no,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,247754
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,214475
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,209620
0_30,no,no,no,<9years,white,yes,0_16,2_3,0_2,0_61,south,96600
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,209620
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,222874
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,222874
31_60,no,yes,yes,13-15years,white,no,17_33,2_3,0_2,62_122,south,217513
31_60,no,yes,yes,16years,white,yes,0_16,0_1,0_2,0_61,south,116758
31_60,yes,no,yes,12years,black,no,0_16,0_1,0_2,0_61,south,115859
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,south,92683
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,96954
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,94760
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,96954
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,98855
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,98951
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,90343
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south,309078
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,317197
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,319232
31_60,no,yes,yes,>16years,white,no,17_33,0_1,3_5,0_61,south,312006
0_30,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,south,123329
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,286030
0_30,yes,no,yes,<9years,white,no,34_max,0_1,0_2,0_61,south,275078
31_60,no,no,no,<9years,white,no,17_33,0_1,0_2,0_61,south,295565
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,93061
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,89554
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,88983
0_30,yes,no,yes,9-11years,white,no,0_16,0_1,0_2,0_61,south,85609
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,89554
31_60,no,yes,no,<9years,white,yes,17_33,0_1,0_2,0_61,south,50493
31_60,yes,yes,yes,13-15years,white,no,0_16,2_3,0_2,0_61,south,93471
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,257703
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,247123
31_60,no,yes,yes,16years,other,no,0_16,0_1,0_2,0_61,south,75043
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,99846
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,97155
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,94034
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,95565
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,88344
0_30,yes,no,yes,<9years,white,no,34_max,0_1,0_2,0_61,south,86929
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,90390
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,south,90343
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,89814
31_60,yes,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,south,110253
0_30,no,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,110196
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,266848
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,265147
31_60,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,south,247754
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,107135
0_30,no,no,no,13-15years,white,yes,0_16,0_1,0_2,0_61,south,107442
31_60,no,no,no,16years,white,no,0_16,0_1,3_5,0_61,south,75661
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,100721
31_60,no,yes,no,12years,black,no,0_16,2_3,0_2,0_61,south,110481
0_30,no,no,no,13-15years,white,yes,17_33,0_1,3_5,0_61,south,52934
31_60,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,99390
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,95435
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,south,97023
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,93344
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,90659
31_60,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,south,90659
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,south,216958
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south,193707
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,201999
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,201999
31_60,no,no,no,9-11years,white,no,0_16,0_1,0_2,0_61,south,208635
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,207305
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,208635
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,201999
0_30,no,no,no,13-15years,black,no,0_16,0_1,0_2,0_61,south,108207
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,96336
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,south,96904
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,108150
31_60,no,yes,no,<9years,white,no,0_16,0_1,0_2,0_61,south,105780
31_60,yes,no,yes,13-15years,black,no,17_33,0_1,0_2,0_61,south,87402
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,440426
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,180222
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,81370
31_60,no,yes,yes,16years,white,no,0_16,2_3,0_2,0_61,south,92457
31_60,no,yes,yes,16years,white,yes,0_16,0_1,0_2,0_61,south,78468
0_30,no,no,no,<9years,white,yes,0_16,0_1,0_2,0_61,south,74802
0_30,no,no,no,9-11years,white,yes,0_16,0_1,0_2,0_61,south,98351
0_30,no,no,no,<9years,white,yes,17_33,0_1,3_5,0_61,south,97724
31_60,no,no,no,12years,white,yes,0_16,0_1,0_2,0_61,south,81370
0_30,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,south,98351
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,99714
0_30,no,no,yes,13-15years,black,no,0_16,0_1,0_2,0_61,south,117144
0_30,yes,no,yes,16years,white,no,17_33,0_1,3_5,62_122,south,285105
31_60,no,no,no,9-11years,white,no,17_33,0_1,3_5,0_61,south,289848
31_60,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,south,170256
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,213880
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,211175
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,89814
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,88860
31_60,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south,94668
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,96735
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,48403
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,west,233062
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,west,218766
31_60,no,yes,no,13-15years,black,no,17_33,2_3,3_5,62_122,west,197852
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,west,219048
31_60,no,yes,no,13-15years,black,no,17_33,0_1,0_2,0_61,west,226262
31_60,no,no,no,13-15years,white,yes,34_max,0_1,0_2,0_61,west,113706
31_60,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,west,214248
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,62_122,west,224512
0_30,no,no,yes,16years,white,no,34_max,0_1,0_2,62_122,west,217301
0_30,no,yes,yes,12years,white,no,0_16,0_1,0_2,62_122,west,225953
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,62_122,west,224512
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,220838
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,west,194790
31_60,yes,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west,209068
31_60,no,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west,201085
0_30,yes,no,yes,16years,white,no,17_33,2_3,0_2,62_122,west,150330
