@relation HI-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.instance.RemovePercentage-P90.0_predicted

@attribute whrswk {0_30,31_60,61_max}
@attribute hhi {no,yes}
@attribute whi {no,yes}
@attribute hhi2 {no,yes}
@attribute education {13-15years,12years,9-11years,16years,>16years,<9years}
@attribute race {white,black,other}
@attribute hispanic {no,yes}
@attribute experience {0_16,17_33,34_max}
@attribute kidslt6 {0_1,2_3,4_max}
@attribute kids618 {0_2,3_5,6_max}
@attribute husby {0_61,62_122,123_max}
@attribute 'prediction margin' numeric
@attribute 'predicted region' {northcentral,other,south,west}
@attribute region {northcentral,other,south,west}

@data
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,-0.044818,other,northcentral
0_30,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,-0.1375,other,northcentral
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
31_60,yes,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,-0.002941,south,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,-0.101754,other,northcentral
0_30,yes,no,yes,<9years,white,no,17_33,0_1,0_2,0_61,-0.192308,south,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,62_122,0.054348,northcentral,northcentral
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,-0.343042,south,northcentral
31_60,no,yes,no,12years,white,yes,34_max,0_1,0_2,0_61,-0.258065,west,northcentral
31_60,yes,yes,yes,>16years,black,no,17_33,0_1,0_2,0_61,-0.368421,south,northcentral
31_60,no,yes,yes,13-15years,white,yes,17_33,0_1,0_2,0_61,-0.317757,west,northcentral
31_60,yes,yes,yes,12years,white,yes,17_33,0_1,3_5,0_61,-0.076923,south,northcentral
0_30,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,-0.428198,west,northcentral
0_30,yes,no,yes,<9years,white,yes,17_33,2_3,0_2,0_61,-0.428198,west,northcentral
31_60,no,no,no,12years,white,yes,0_16,2_3,0_2,0_61,-0.34,west,northcentral
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,-0.086957,other,northcentral
0_30,yes,no,yes,<9years,white,yes,34_max,0_1,0_2,0_61,-0.428198,west,northcentral
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,-0.198758,other,northcentral
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.034722,south,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,2_3,0_2,62_122,-0.428571,south,northcentral
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.034483,south,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,-0.101754,other,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.034483,south,northcentral
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,0.076923,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,-0.178144,south,northcentral
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.162679,south,northcentral
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,-0.086957,other,northcentral
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,-0.044818,other,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.002941,south,northcentral
31_60,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,-0.063953,south,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,0.069652,northcentral,northcentral
31_60,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.162679,south,northcentral
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,0.042424,northcentral,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,yes,no,yes,>16years,black,no,34_max,0_1,0_2,0_61,-0.368421,south,northcentral
31_60,yes,yes,yes,>16years,black,no,17_33,0_1,0_2,0_61,-0.368421,south,northcentral
31_60,yes,yes,yes,12years,white,yes,0_16,0_1,0_2,0_61,-0.34,west,northcentral
0_30,no,no,no,12years,black,no,34_max,0_1,0_2,0_61,-0.466539,south,northcentral
31_60,yes,no,yes,9-11years,black,no,17_33,0_1,0_2,0_61,-0.323529,south,northcentral
0_30,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,-0.1375,other,northcentral
31_60,yes,no,yes,9-11years,black,no,34_max,0_1,0_2,0_61,-0.323529,south,northcentral
0_30,no,no,no,16years,white,yes,0_16,0_1,0_2,0_61,-0.142857,south,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.21519,south,northcentral
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
0_30,no,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.066667,south,northcentral
31_60,no,yes,no,16years,white,no,17_33,2_3,0_2,0_61,-0.052381,other,northcentral
31_60,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,-0.041985,west,northcentral
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.092308,south,northcentral
31_60,yes,no,yes,16years,black,no,17_33,0_1,0_2,0_61,-0.18,south,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,0,northcentral,northcentral
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,0.069652,northcentral,northcentral
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.040956,west,northcentral
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.034483,south,northcentral
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,-0.343042,south,northcentral
0_30,no,no,no,12years,white,no,17_33,2_3,0_2,0_61,0.042424,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
0_30,no,yes,no,16years,white,no,0_16,2_3,0_2,0_61,0.090909,northcentral,northcentral
31_60,yes,no,yes,>16years,white,no,0_16,0_1,0_2,0_61,-0.044818,other,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,-0.052632,other,northcentral
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,-0.063953,south,northcentral
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,-0.198758,other,northcentral
0_30,yes,no,yes,9-11years,white,no,0_16,0_1,0_2,0_61,-0.069767,south,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,-0.007692,other,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,62_122,-0.1,west,northcentral
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,-0.052381,other,northcentral
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,-0.198758,other,northcentral
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,-0.007692,other,northcentral
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,0.027778,northcentral,northcentral
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,-0.106061,south,northcentral
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.063613,west,northcentral
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,62_122,-0.101754,other,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,0.027778,northcentral,northcentral
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.117647,south,northcentral
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,0.013289,northcentral,northcentral
0_30,no,no,no,>16years,white,no,17_33,2_3,0_2,62_122,-0.166667,other,northcentral
0_30,yes,no,yes,>16years,white,no,17_33,0_1,3_5,0_61,0.333333,northcentral,northcentral
31_60,yes,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.06,other,northcentral
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,yes,yes,13-15years,white,no,0_16,2_3,0_2,0_61,-0.21519,south,northcentral
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.034483,south,northcentral
0_30,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,-0.236156,south,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,0.027778,northcentral,northcentral
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.034483,south,northcentral
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,0.069652,northcentral,northcentral
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,-0.178144,south,northcentral
0_30,no,no,no,9-11years,white,no,0_16,0_1,0_2,0_61,-0.236156,south,northcentral
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,0.042424,northcentral,northcentral
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,0_61,0.064935,northcentral,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,0.027778,northcentral,northcentral
0_30,yes,no,yes,16years,white,no,0_16,0_1,3_5,0_61,0.230769,northcentral,northcentral
0_30,no,no,yes,16years,white,no,17_33,2_3,0_2,62_122,-0.333333,other,northcentral
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,-0.198758,other,northcentral
0_30,yes,yes,yes,>16years,white,no,34_max,0_1,0_2,0_61,-0.044818,other,northcentral
0_30,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,-0.015385,south,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,62_122,0.054348,northcentral,northcentral
0_30,yes,no,yes,13-15years,black,no,17_33,0_1,0_2,0_61,-0.14876,south,northcentral
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,0.042424,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,-0.038647,west,northcentral
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,yes,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.06,other,northcentral
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,3_5,0_61,-0.222222,west,northcentral
31_60,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,-0.063953,south,northcentral
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,-0.107692,west,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
0_30,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,-0.1375,other,northcentral
0_30,yes,no,yes,>16years,white,no,17_33,0_1,3_5,62_122,0.054348,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,62_122,-0.162791,south,northcentral
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,0.076923,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,62_122,0.054348,northcentral,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,-0.052381,other,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,no,no,no,>16years,white,no,17_33,0_1,0_2,0_61,-0.058824,south,northcentral
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.063613,west,northcentral
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,-0.055556,south,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,62_122,-0.101754,other,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,0,northcentral,northcentral
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,62_122,-0.285714,other,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,-0.178144,south,northcentral
31_60,yes,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,-0.002941,south,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.178144,south,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.18806,west,northcentral
31_60,no,yes,no,>16years,white,no,0_16,0_1,0_2,0_61,-0.125541,other,northcentral
31_60,no,yes,no,13-15years,black,no,0_16,0_1,0_2,0_61,-0.466539,south,northcentral
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,-0.106061,south,northcentral
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.040956,west,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,yes,no,yes,>16years,white,no,17_33,0_1,3_5,62_122,0.054348,northcentral,northcentral
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,-0.041985,west,northcentral
31_60,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.063953,south,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,0.027778,northcentral,northcentral
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,0.013289,northcentral,northcentral
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,-0.052632,other,northcentral
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.034722,south,northcentral
31_60,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,-0.063953,south,northcentral
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.092308,south,northcentral
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,-0.044818,other,northcentral
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
0_30,no,no,no,9-11years,white,no,0_16,2_3,0_2,0_61,-0.236156,south,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,0.027778,northcentral,northcentral
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,-0.038647,west,northcentral
0_30,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,0,northcentral,northcentral
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.034722,south,northcentral
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.034722,south,northcentral
0_30,yes,no,yes,9-11years,white,no,0_16,2_3,0_2,0_61,-0.157895,other,northcentral
0_30,no,no,no,<9years,white,no,17_33,0_1,0_2,0_61,-0.343042,south,northcentral
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.034722,south,northcentral
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.092308,south,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,0_61,0.064935,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,-0.007692,other,northcentral
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.178144,south,northcentral
31_60,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,-0.236156,south,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,yes,yes,yes,13-15years,white,no,0_16,2_3,0_2,0_61,0,northcentral,northcentral
0_30,yes,no,yes,12years,black,no,34_max,0_1,0_2,0_61,-0.360294,south,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,-0.101754,other,northcentral
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,0_1,3_5,0_61,-0.227273,west,northcentral
31_60,no,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.21519,south,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
31_60,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,0.042424,northcentral,northcentral
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.117647,south,northcentral
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,-0.343042,south,northcentral
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.034483,south,northcentral
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.067164,other,northcentral
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,-0.055556,south,northcentral
31_60,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,-0.106061,south,northcentral
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,-0.178144,south,northcentral
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,-0.063953,south,northcentral
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,0.042424,northcentral,northcentral
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,0.076923,northcentral,northcentral
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,0.013289,northcentral,northcentral
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.040956,west,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,0.027778,northcentral,northcentral
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.21519,south,northcentral
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.040956,west,northcentral
31_60,yes,yes,yes,>16years,white,no,34_max,0_1,0_2,0_61,-0.044818,other,northcentral
0_30,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.27907,west,northcentral
31_60,no,no,no,13-15years,white,no,0_16,0_1,3_5,0_61,-0.227273,west,northcentral
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.063613,west,northcentral
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,3_5,0_61,0.064935,northcentral,northcentral
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.002941,south,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.063613,west,northcentral
31_60,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,-0.041985,west,northcentral
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
0_30,no,no,no,<9years,white,no,0_16,0_1,0_2,0_61,-0.343042,south,northcentral
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.034722,south,northcentral
0_30,no,no,no,13-15years,white,no,0_16,2_3,0_2,0_61,-0.111111,west,northcentral
31_60,no,yes,no,16years,white,no,17_33,0_1,3_5,62_122,0.054348,northcentral,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,62_122,-0.1,west,northcentral
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.034722,south,northcentral
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,0.013289,northcentral,northcentral
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,0,northcentral,northcentral
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
0_30,yes,yes,yes,16years,white,no,0_16,2_3,0_2,0_61,0.076923,northcentral,northcentral
31_60,yes,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.06,other,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,-0.178144,south,northcentral
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.041948,northcentral,northcentral
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,0.029455,northcentral,northcentral
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.034722,south,northcentral
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,no,yes,no,13-15years,white,no,0_16,2_3,0_2,0_61,-0.189189,west,northcentral
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.162679,south,northcentral
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,-0.082945,south,northcentral
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.008078,south,northcentral
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,-0.178144,south,northcentral
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.089806,northcentral,northcentral
31_60,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,-0.236156,south,northcentral
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,-0.038647,west,northcentral
